Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"New Perspective","Noah Kahan","Stick Season","Life","Playlist","USUM72217171","1M39ETXmej4g9EMSeXPUgj"
"Sunshine (feat. Fousheé)","Steve Lacy","Sunshine (feat. Fousheé)","Life","Playlist","USRC12202291","0mRbKcvmbbUtfFyfeFHCJa"
"Wouldn't Leave","Kanye West","ye","Life","Playlist","USUM71807687","1nGoy0cEj0extAwXYNYTWd"
"Walkin' After Midnight","Patsy Cline","Patsy Cline","Life","Playlist","USATV0500212","7E8nKMtXMqIQbvl1Ta9Ucw"
"Maple Syrup","The Backseat Lovers","When We Were Friends","Life","Playlist","USHM91827808","4MXE6VCvTsQitHWrAxj7Kg"
"You’re Gonna Go Far","Noah Kahan","Stick Season (We'll All Be Here Forever)","Life","Playlist","USUM72307687","4nHJcUtNSUVjXRnjdP29Bk"
"Ni**as In Paris","JAY-Z","Watch The Throne (Deluxe)","Life","Playlist","USUM71111621","4Li2WHPkuyCdtmokzW2007"
"Dark Fantasy","Kanye West","My Beautiful Dark Twisted Fantasy","Life","Playlist","USUM71027263","7yNK27ZTpHew0c55VvIJgm"
"POWER","Kanye West","My Beautiful Dark Twisted Fantasy","Life","Playlist","USUM71018220","2gZUPNdnz5Y45eiGxpHGSc"
"All Of The Lights","Kanye West","My Beautiful Dark Twisted Fantasy","Life","Playlist","USUM71027273","22L7bfCiAkJo5xGSQgmiIO"
"So Appalled","Kanye West","My Beautiful Dark Twisted Fantasy","Life","Playlist","USUM71027275","6K07Ahf6V7CAQn0ikrOztl"
"Devil In A New Dress","Kanye West","My Beautiful Dark Twisted Fantasy","Life","Playlist","USUM71027277","1UGD3lW3tDmgZfAVDh6w7r"
"Runaway","Kanye West","My Beautiful Dark Twisted Fantasy","Life","Playlist","USUM71027402","3DK6m7It6Pw857FcQftMds"
"Yikes","Kanye West","ye","Life","Playlist","USUM71807679","1qsHYUd2c1wFGcn7e63QmG"
"All Mine","Kanye West","ye","Life","Playlist","USUM71807681","3U21A07gAloCc4P7J8rxcn"
"Bust Your Knee Caps - Johnny Don't Leave Me","Pomplamoose","Hey It's Pomplamoose","Life","Playlist","USE830926084","1Fem9jSJEleNWT1kgt70ST"
"Touch The Sky","Kanye West","Late Registration","Life","Playlist","USUM70502527","2dxjKgT0li4qBI3QwuN9Ih"
"White Walls (feat. ScHoolboy Q & Hollis)","Macklemore & Ryan Lewis","The Heist (Deluxe Edition)","Life","Playlist","GMM881200009","1MFD6gdVDjFFMM8ItH9ZhI"
"Saving All My Love for You","Whitney Houston","Whitney Houston","Life","Playlist","USAR18500021","1lx8ddGT5wCD6W2xmLeRKG"
"Heavydirtysoul","Twenty One Pilots","Blurryface","Life","Playlist","USAT21500596","7i9763l5SSfOnqZ35VOcfy"
"I Am Not a Robot","MARINA","The Family Jewels","Life","Playlist","GBFFS0900122","4Og5nDOUVu3ZrYQP4Ungyg"
"OUT WEST (feat. Young Thug)","JACKBOYS","JACKBOYS","Life","Playlist","USSM11914988","6gi6y1xwmVszDWkUqab1qw"
"Love","Keyshia Cole","The Way It Is","Life","Playlist","USAM10500210","0W4NhJhcqKCqEP2GIpDCDq"
"Soldier, Poet, King","The Oh Hellos","Dear Wormwood","Life","Playlist","USAT21502721","3xtiXNDbSKxy20I7D6vFUg"
"Mariners Apartment Complex","Lana Del Rey","Norman Fucking Rockwell!","Life","Playlist","USUG11801801","6OG05bPAwUuV3OMvy2Vy1P"
"Dub","Yeat","2 Alivë (Geëk Pack)","Life","Playlist","USUM72204814","2Ocbja3GNcxq9Ualmmvfc1"
"american wedding","ocean sixteen","american wedding","Life","Playlist","QZNWZ2346738","3y6yAO8rrmqXcH9sUHOeaF"
"Beige","Yoke Lore","Goodpain","Life","Playlist","QZ2P21700018","7uYQELhe7g6QLIzZDOlhbW"
"Ophelia","The Lumineers","Cleopatra","Life","Playlist","USDMG1673802","3d8y0t70g7hw2FOWl9Z4Fm"
"August","flipturn","Citrona","Life","Playlist","TCADO1891040","0elCmyfISzkP5tAYTVuYjS"
"Goodie Bag","Still Woozy","Goodie Bag","Life","Playlist","QZANL1712241","4vHNeBWDQpVCmGbaccrRzi"
"Freakin' Out On the Interstate","Briston Maroney","Freakin' Out On The Interstate (Acoustic Version [Live])","Life","Playlist","QZBRF1882980","0awZwmlC6pxH65KTZpadmX"
"Saturday Sun","Vance Joy","Nation of Two","Life","Playlist","USAT21705384","2RiBogNRfulkNf7fVbPOrJ"
"Peach Fuzz","Caamp","By and By","Life","Playlist","USQE91500931","7yJbLez2ieMI2PBybVp8Nu"
"Call Your Mom","Noah Kahan","Stick Season (We'll All Be Here Forever)","Life","Playlist","USUM72307686","3yn01PcU95PTbiZ3xvop2j"
"Homesick","Noah Kahan","Stick Season","Life","Playlist","USUM72217180","0jkzxxDG8z3Y5OmfNl1VM0"
"Orange Juice","Noah Kahan","Stick Season","Life","Playlist","USUM72217174","07UFnnK3uPIuKv5Rs9TmXl"
"She Calls Me Back","Noah Kahan","Stick Season","Life","Playlist","USUM72217169","1LvU6IFqQnXOIwJyBDb2io"
"Growing Sideways","Noah Kahan","Stick Season","Life","Playlist","USUM72217176","1JcIXOir94YUYBt2cXTzn2"
"Nina Cried Power (feat. Mavis Staples)","Hozier","Wasteland, Baby!","Life","Playlist","USSM11806788","4rcSvYi807urIIqfeX3tBo"
"Nobody","Hozier","Wasteland, Baby!","Life","Playlist","USSM11809029","69WkwzVjQS4Dc8QQtpz0qM"
"Sunlight","Hozier","Wasteland, Baby!","Life","Playlist","USSM11809036","4zvvvHm0b5CBl37tocxm7n"
"Imagine - Remastered 2010","John Lennon","Imagine","Life","Playlist","GBAYE1000769","7pKfPomDEeI4TPT6EOYjn9"
"Point in My Life","Gucci Mane","Trap House 3","Life","Playlist","USZEG1500591","2xQtvPCGfZWXccWCp9LYK4"
"Tiny Dancer","Elton John","Madman Across The Water","Life","Playlist","GBAMB7100001","2TVxnKdb3tqe1nhQWwwZCO"
"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John","Honky Chateau","Life","Playlist","GBAMB7200006","3gdewACMIVMEWVbyb8O9sY"
"Vienna","Billy Joel","The Stranger (Legacy Edition)","Life","Playlist","USSM17700373","4U45aEWtQhrm8A5mxPaFZ7"
"All Falls Down","Kanye West","The College Dropout","Life","Playlist","USDJ20301703","5SkRLpaGtvYPhw02vZhQQ9"
"Cool Runningz","Rell Be Free","Nu Growth","Life","Playlist","uscgj1810862","2aA0Nx9buJyg0Dscj3PPtu"
"Welcome To Jamrock","Damian Marley","Welcome To Jamrock","Life","Playlist","USUM70502070","4PvVHAkONOaS6v4wgONGYZ"
"Don't Let Me Down - Remastered 2009","The Beatles","The Beatles 1967 - 1970 (Remastered)","Life","Playlist","GBAYE0900599","3evG0BIqEFMMP7lVJh1cSf"
"It Was A Good Day","Ice Cube","The Predator","Life","Playlist","USPO19250006","2qOm7ukLyHUXWyR4ZWLwxA"
"Jamming","Bob Marley & The Wailers","Exodus","Life","Playlist","USIR27700013","5LyfiK6iXEIBNEtcaGKohl"
"Act Of Affection","Wailing Souls","Fire House Rock","Life","Playlist","GBBZV8110533","7nPMsFa65oZMAUHNuTmTVP"
"Tumblr Girls (feat. Christoph Andersson)","G-Eazy","These Things Happen","Life","Playlist","USRC11400750","4Fv6wNYUixnYkj3Dgfrls8"
"Barking at the Moon - Soundtrack","Jenny Lewis","Bolt","Life","Playlist","USWD10835127","575TC82P638HnynAEbAXuU"
"Time/Space","Alex G","Race","Life","Playlist","TCAFK2136038","2qSef7Br2i4dazKrbf02Sh"
"nintendo 64","if i die in mississippi","before i leave","Life","Playlist","QZHN62224911","1nCVqhNm3kgcCHmiz8nb36"
"Heaven or Las Vegas","Cocteau Twins","Heaven or Las Vegas","Life","Playlist","GBAFL9000039","0AxZUYeQ9bZwSdt1LmZuok"
"New Soul","Yael Naim","Yael Naïm","Life","Playlist","FR79W0700370","476JcJ3TpAuCOlGdCmomGm"
"Yale","Ken Carson","Teen X","Life","Playlist","TCAFB2005896","0HTIrbUwwFn984RzVZm5Fk"
"Hell Yeah","SoFaygo","Pink Heartz","Life","Playlist","QM24S2206114","3QHGfxhjexLaMKGHXagfRs"
"Trouble","Never Shout Never","Me and My Uke","Life","Playlist","USSCU0800158","4UuVbsWwTyfJ6CcNOCtzBe"
"prepare sua arma - Super Slowed","Rviden","prepare sua arma (Super Slowed)","Life","Playlist","QZPLR2336014","09M7CtPKlLRMAk1zmcG6GM"
"Sua amiga vou sarrar","MC Levin","Sua amiga vou sarrar","Life","Playlist","BXPYA1800186","6PyRfJN2K5Sm1vfOuF4Z9z"
"Dinero","Trinidad Cardona","Dinero","Life","Playlist","USUM71800195","3ggtU1ZOKO8ZNiqPNyXGcm"
"Tears Dry On Their Own","Amy Winehouse","Back To Black","Life","Playlist","GBUM70603494","6yLX8QnxlnEqZfs3YKCfjF"
"Rehab","Amy Winehouse","Back To Black","Life","Playlist","GBUM70603730","1L5tZi0izXsi5Kk5OJf4W0"
"You Know I'm No Good","Amy Winehouse","Back To Black","Life","Playlist","GBUM70603488","4zQuwW24dweWcaX0fEJkP2"
"American Teenager","Ethel Cain","Preacher’s Daughter","Life","Playlist","GBKPL2290761","4ltqfN12ohaVZdM6C45gMg"
"Ptolemaea","Ethel Cain","Preacher’s Daughter","Life","Playlist","GBKPL2294757","29LsI5izZL8txZEJhegSBs"
"Gibson Girl","Ethel Cain","Preacher’s Daughter","Life","Playlist","GBKPL2173999","02yzNsWcv7BtITeIoIqeVU"
"vacation bible school","Ayesha Erotica","vacation bible school","Life","Playlist","USJ3V2116728","5O9eTWRIPq4MUmM3EBXV9N"
"You Suck","Consolidated","Play More Music","Life","Playlist","CAN110500705","5LvTwD2e4Lar2mo2yZHh84"
"Evergreen","Richy Mitch & The Coal Miners","RMCM","Life","Playlist","SEYOK1732035","6me7F0aaZjwDo6RJ5MrfBD"
"Stay The Night - Featuring Hayley Williams Of Paramore","Zedd","Clarity (Deluxe)","Life","Playlist","USUM71311478","2QtJA4gbwe1AcanB2p21aP"
"Race","Alex G","Race","Life","Playlist","TCAFK2136051","78bcWFqyuhOrC8wnkpgcft"
"Tears Over Beers","Modern Baseball","Sports","Life","Playlist","USX9P1213650","7hPLPHeKbwJrsuDHv4BCTA"
"Fluorescent Adolescent","Arctic Monkeys","Favourite Worst Nightmare (Standard Version)","Life","Playlist","GBCEL0700067","7e8utCy2JlSB8dRHKi49xM"
"My Love Mine All Mine","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335007","3vkCueOmm7xQDoJ17W1Pm3"
"I Love Me After You","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335011","55Y5p2XyPaYBPGtzj1f9fE"
"I'm Your Man","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335010","6YO2dalWyZSobXSY3UUPv9"
"Star","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335009","5ijSUALHfNot7KSafyLI4E"
"Star","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335009","5ijSUALHfNot7KSafyLI4E"
"The Frost","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335008","41nIJErYY9goKvnCyG7ov6"
"When Memories Snow","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335006","0QzJS1fQv5l0s1mqKTECRX"
"The Deal","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335005","0CNJcM33kvWE8v26wBy9wB"
"Buffalo Replaced","Mitski","The Land Is Inhospitable and So Are We","Life","Playlist","USJ5G2335002","06m6Q2ZUHNsHGEHK9m8hLf"
"Door","Mitski","Lush","Life","Playlist","USCGH1222963","3Zvy28r7AXCtm790GAiQat"
"Wife","Mitski","Lush","Life","Playlist","USCGH1222960","4zT8i7GOELAUU1jDh7ZeMM"
"Sunday Morning","Maroon 5","Songs About Jane: 10th Anniversary Edition","Life","Playlist","USJAY0300086","5qII2n90lVdPDcgXEEVHNy"
"Don't Mind","Kent Jones","Don't Mind","Life","Playlist","USSM11603011","27PmvZoffODNFW2p7ehZTQ"
"Remember You","Adventure Time","Adventure Time, Vol. 2 (Original Soundtrack)","Life","Playlist","TCAEE1908739","4Y8GVeOXU87h5VqfaOIP6J"
"Everything Stays","Adventure Time","Adventure Time, Vol.3 (Original Soundtrack)","Life","Playlist","TCAEE1920141","3qPWfq6IOOlHnqxicx5hnL"
"Good Little Girl","Adventure Time","Adventure Time, Vol. 2 (Original Soundtrack)","Life","Playlist","TCAEE1908706","17JF5hQbjHlijUHRFE9hdC"
"Time Adventure","Adventure Time","Adventure Time: Come Along with Me (Original Soundtrack)","Life","Playlist","TCADU1811546","47mTZdlkxSxwh1eljtYFlo"
"Fast Car","Tracy Chapman","Tracy Chapman","Life","Playlist","USEE10180719","2M9ro2krNb7nr7HSprkEgo"
"pretty girls","midwxst","pretty girls","Life","Playlist","USUG12303281","1nikStujV5DDL1gX7lYMzt"
"True Colors","poptropicaslutz!","True Colors","Life","Playlist","USEP42304017","7tVMx9H1G9ZoeoPnabqhUc"
"By and By","Caamp","By and By","Life","Playlist","USQE91500937","75nZ4W6quZhI55LKiqCXWh"
"Parado no Bailão","MC L da Vinte","Parado no Bailão","Life","Playlist","QZ5AB2004464","3Hb9kUdm4yf839Fle4RIdT"
"Just How You Like It","K.A.D","Just How You Like It","Life","Playlist","QM4TW2103046","4IUuO9U6Rv3wdFhZYUoqL1"
"SUBARU (feat. Josman)","Squidji","OCYTOCINE","Life","Playlist","FRZ052100177","0moO2WmKQcEPxig2qA93xU"
"Love Is Only a Feeling","Joey Bada$$","Love Is Only a Feeling","Life","Playlist","QMKSC1700112","7umZiitjVsEjMQ6HNddpUI"
"Bless the Telephone","Labi Siffre","The Singer & The Song","Life","Playlist","GB01A0600023","0620OecAlwJQxWieRW4L9s"
"My Song","Labi Siffre","Crying, Laughing, Loving, Lying","Life","Playlist","GB01A0600033","2EQWbkcNoKPOXQtJM7nqRV"
"A Flair For Conclusions, Yet She'll Never Be Swan Queen","poptropicaslutz!","Face For The Radio","Life","Playlist","USEP42304020","3p1pZmEemqIIqXKX7PpZwf"
"Sea Of Love (Remastered Version)","Cat Power","Juno - Music From The Motion Picture","Life","Playlist","USRHD0702834","1CR0SJMw7uLzw7wljcgH5H"
"Anyone Else But You","The Moldy Peaches","Juno - Music From The Motion Picture","Life","Playlist","GBCVZ0200431","6HwcmbTWaMfckdW1zl4nf5"
"So Nice So Smart","Kimya Dawson","Juno - Music From The Motion Picture","Life","Playlist","USRHD0702842","5EAPbYyAnuOUG4EICxgBlU"
"Change","Alex G","Trick","Life","Playlist","GBJET1400057","0bPiyfCmBIWqDDQZ6KqFXu"
"October Sky","Yebba","October Sky","Life","Playlist","USRC12003772","4dGuN04mLIr6EgFkrBe5Vl"
"Nobody Better","Jakubi","61 Barkly","Life","Playlist","USSM11607155","2lDDTkaUgw1odblWrzatKp"
"Monster (feat. Olivia Olson & Half Shy)","Adventure Time","Adventure Time: Distant Lands - Obsidian (Original Soundtrack) [Deluxe Edition]","Life","Playlist","USNLR2001648","57scbUX9utATbRFaYUWOnE"
"Rubbin off the Paint","YBN Nahmir","YBN: The Mixtape","Life","Playlist","USAT21800288","6V4KHt9xu4TPEnDFoBeacT"
"Cayendo (Side A - Acoustic)","Frank Ocean","Cayendo (Side A - Acoustic)","Life","Playlist","QM24S1921622","72794Eag03xdy7TO0KNuid"
"Moon River","Frank Ocean","Moon River","Life","Playlist","QM24S1802611","41cpvQ2GyGb2BRdIRSsTqK"
"Sleep Well","d4vd","Petals to Thorns","Life","Playlist","USUM72304647","5ye1TParxcolbnNsOXO8qE"
"Break","alex_g_offline","1234","Life","Playlist","QZTAY2207498","4Rsv5fRmgTH88RLp7xN5sz"
"Pretend","alex_g_offline","1234","Life","Playlist","QZNWS2366733","0tGqk0HlYMQ16aj7yJwleF"
"I Wait for You","alex_g_offline","1234","Life","Playlist","GX38U2388624","7EDcAz6iuKSkxH4VcC3Oko"
"Somethin' Stupid","Frank Sinatra","The World We Knew","Life","Playlist","USRH10800988","4feXcsElKIVsGwkbnTHAfV"
"Orange Colored Sky","Nat King Cole","The Extraordinary","Life","Playlist","USCA29101098","38SQqvswFiyjhLiKSLoL6C"
"Me & Mr Jones","Amy Winehouse","Back To Black","Life","Playlist","GBUM70603492","5RqIM2vv5nw2PGJBqPD8Rg"
"Beethoven: 'Ode To Joy' From Symphony No. 9 In D Minor 'Choral', Op. 125","Ludwig van Beethoven","Hallelujah - 35 Great Sacred Choruses","Life","Playlist","GBAYC8800960","3mhzXvn3dqhC3Z3k6l4kEz"
"TEMPTATION","Joey Bada$$","ALL-AMERIKKKAN BADA$$","Life","Playlist","QMKSC1700042","3gJDgenxLephg09x86IxPs"
"Life Eternal","Ghost","Prequelle","Life","Playlist","USC4R1802375","5fXQmRFO1CDN04HtUVNCUh"
"Cirice","Ghost","Meliora","Life","Playlist","USC4R1500698","3ZXZ9RMsznqgyHnyq0K5FL"
"Square Hammer","Ghost","Meliora (Deluxe Edition)","Life","Playlist","USC4R1601984","2XgTw2co6xv95TmKpMcL70"
"He Is","Ghost","Meliora","Life","Playlist","USC4R1500700","4ExR43GqMe2KwWM3VPGUmO"
"using you","","mars argo","Life","Playlist","","0EGGDTAlqI9Pyxxdbpn2LQ"
"Make Your Own Kind Of Music","Cass Elliot","Mama's Big Ones","Life","Playlist","USMC16951587","6H3Wa6hWR9DRMzMSd4pZkT"
"Pretty Girls","Michael Seyer","Ugly Boy","Life","Playlist","QZ4JJ1688989","3c0NlyfimtupjK3PlaQDLl"
"Lucky Love","Michael Seyer","Bad Bonez","Life","Playlist","QZARB1841763","4yxSvdt8kl6jMdvFaiNtve"
"I Feel Best When I'm Alone","Michael Seyer","Bad Bonez","Life","Playlist","QZARB1841758","3OYejGbGSMijzWFTdCd8sy"
"Miss My Baby","Michael Seyer","A Good Fool","Life","Playlist","USC5Q2100003","3VhHdDbfanqBXmcLNSYcQZ"
"Délit","Nono La Grinta","Délit","Life","Playlist","FR9W12353219","200KWc4kIOPeF5zP3ckTVS"
"Bang","MALTY 2BZ","Bang","Life","Playlist","FR9W12348929","24L4fVr3trLsDuhjHHNlPf"
"Art Deco","Lana Del Rey","Honeymoon","Life","Playlist","GBUM71503925","5jqNQZBwbZWQXPWfo0ygZF"
"Bottom","McCafferty","Beachboy","Life","Playlist","TCACS1654663","16qh2Xmo8wvvNZoAa55XIn"
"Peach","The Front Bottoms","Talon Of The Hawk","Life","Playlist","US37V1322205","7qsbdKLkIYcqG9BZDc17Wp"
"SHUM","Go_A","SHUM","Life","Playlist","QM4TX2159313","29bhnde7Gvnp7rvY9zsq5S"
"I Wanna Get Better","Bleachers","Strange Desire","Life","Playlist","USRC11400200","1BwhFXqoIsePt21WyWIttb"
"You're Not The Only One I Know","The Sundays","Reading, Writing & Arithmetic","Life","Playlist","USGF19027706","6PmbpHTKSmKP3FuMIbjttI"
"Bubbly","Colbie Caillat","Coco","Life","Playlist","USUM70736197","0rFOs9paloAvEtzwDX1Kmc"
"Sleepyhead","Passion Pit","Manners","Life","Playlist","USSM10901014","4prEPl61C8qZpeo3IkYSMl"
"Respite On The Spitalfields","Ghost","IMPERA","Life","Playlist","USC4R2110917","0e0VwnPz0jVqov6z5SVVqr"
"I'm God","Clams Casino","Instrumental Relics","Life","Playlist","QM24S2003584","0FVuyC9RP5MACjp4lgU3qZ"
"No Other (feat. Ragga Twins)","Sammy Virji","BLOOM","Life","Playlist","UKQNV2100218","7kpsm0FNPyRtpoyAH8n3Hx"
"This Will Be (An Everlasting Love)","Natalie Cole","Inseparable","Life","Playlist","USCA28700188","0PDCewmZCp0P5s00bptcdd"
"Old Cape Cod","Patti Page","Golden Hits","Life","Playlist","USPR39402666","2ZD42YPLXtzoGlRH51zViF"
"Please Please Please Let Me Get What I Want - 2005 Remaster","Deftones","Covers","Life","Playlist","USMV20500178","4HpIh5wWfkq5sSuCLLSwYR"
"Мой мармеладный (Я не права)","Katya Lel","Джага-джага","Life","Playlist","QMPU51284564","1Hg0KhBCuME4PgsTYMBK9y"
"Velvet Ring","Big Thief","Masterpiece","Life","Playlist","US2U61623309","7qshYIOUFQAGgYfWXg1m9N"
"Wondering Why","The Red Clay Strays","Wondering Why","Life","Playlist","QZTVM2120626","158mZIMC4X58ZJK4fJfH1b"
"I Feel Fine, Pt. 1","Sex Bob-Omb","Scott Pilgrim Takes Off (Soundtrack from the Netflix Original Series)","Life","Playlist","USLS52347901","3heBIU1G3GTA6NkbZdBCfp"
"Mama's Boyfriend","spl","Mama's Boyfriend","Life","Playlist","QZTBB2365358","3tpGlk0GN8yHnZ9TQvWGyC"
"Loner","Kali Uchis","Por Vida","Life","Playlist","QM8DG1400271","6m6R6O2BOZDCNymhJ45spI"
"Winter Wonderland - Spotify Singles Holiday","Laufey","Spotify Singles Holiday","Life","Playlist","QMFME2359177","1LmkdWSxjCV7wKTPsCvYWN"
"Stardust","Nat King Cole","The Nat King Cole Story","Life","Playlist","USCA25600006","4YPYFUATiul0877A1HhSlW"
"Bright Eyes","Mike Batt","A Songwriter's Tale","Life","Playlist","GBDVY0500040","61iSOFeqYEjZZ0HekmYx2O"
"Waving Through A Window","Ben Platt","Dear Evan Hansen (Original Broadway Cast Recording)","Life","Playlist","USAT21603406","0gMW8XpPFPjoApDii5Tj1u"
"The Gospel Truth I / Main Titles - Hercules","Cheryl Freeman","Hercules (Original Motion Picture Soundtrack)","Life","Playlist","USWD10423475","6uW03WHG3qv2FzxPIW6SUP"
"Dear Mama","2Pac","Me Against The World","Life","Playlist","USIR19500009","6tDxrq4FxEL2q15y37tXT9"
"Only God Can Judge Me (ft. Rappin' 4-Tay)","2Pac","All Eyez On Me","Life","Playlist","USKO10403622","7sKt5Y2zJpYw78iAxndB8y"
"Keep Ya Head Up","2Pac","Strictly 4 My N.I.G.G.A.Z...","Life","Playlist","USIR19300813","0XRbYXQUymj9SJkrr8YK5B"
"Changes","2Pac","Greatest Hits","Life","Playlist","USIR10110269","1ofhfV90EnYhEr7Un2fWiv"
"Life Goes On","2Pac","All Eyez On Me","Life","Playlist","USKO10403620","1qZqFtSINOOmjYH1UE9805"
"Picture Me Rollin' (ft. Danny Boy, CPO, Big Syke)","2Pac","All Eyez On Me","Life","Playlist","USKO10404422","1zB0kXKLQr7tYifth69jlG"
"Hit 'Em Up - Single Version","2Pac","Greatest Hits","Life","Playlist","USUG10801475","0Z2J91b2iTGLVTZC4fKgxf"
"All Eyez On Me (ft. Big Syke)","2Pac","All Eyez On Me","Life","Playlist","USKO10404425","4VQNCzfZ3MdHEwwErNXpBo"
"California Love - Original Version","2Pac","Greatest Hits","Life","Playlist","USUG10702628","3ia3dJETSOllPsv3LJkE35"
"Hail Mary","2Pac","Greatest Hits","Life","Playlist","USUG10702630","2zoobJFEB9h15fjYjRd6oP"
"I Ain't Mad At Cha","2Pac","Greatest Hits","Life","Playlist","USUG10801479","152oiKrzbqUOWutP8m5PWv"
"Crab","Alex G","Race","Life","Playlist","TCAFK2135982","5CpKFbQOufwc4vnmxjHVh7"
"Back Up (feat. Big Sean)","DeJ Loaf","#AndSeeThatsTheThing","Life","Playlist","USSM11505761","0sr5LOMv4x0jmTYfe6oOvP"
"nigerianvandal","raimustdie","nigerianvandal","Life","Playlist","QZWFG2338655","4GN1KCM7kiuXJJTGdpphzl"
"Good God","Korn","Life Is Peachy","Life","Playlist","USSM19602505","5JrajjztyjvkuUB8ZqzUML"
"Freak On a Leash","Korn","Follow The Leader","Life","Playlist","USSM19801755","6W21LNLz9Sw7sUSNWMSHRu"
"Twist","Korn","Life Is Peachy","Life","Playlist","USSM19602497","07xFWwKPOApMS56ildsV0G"
"Blind","Korn","Korn","Life","Playlist","USSM10022054","1pr9TZGOXeJUggIal1Wq3R"
"Y'all Want a Single","Korn","Take A Look In The Mirror","Life","Playlist","USSM10313528","2WSWm0zlL3CJRACHS5KXbB"
"Falling Away from Me","Korn","Issues","Life","Playlist","USSM19922479","2F6FfZ4w8z3eJpSxPotVO5"
"Coming Undone","Korn","See You On the Other Side","Life","Playlist","USVI20500588","3o7TMr6RmIusYH7Kkg7ujR"
"Cry Baby (Tokyo Revengers)","Miura Jam","Cry Baby (Tokyo Revengers)","Life","Playlist","QZHN72156677","2QegciC6rZf6o4MdaDK0Cz"
"Tongue Tied","GROUPLOVE","Never Trust a Happy Song","Life","Playlist","USAT21101334","0GO8y8jQk1PkHzS31d699N"
"Cigarette Daydreams","Cage The Elephant","Melophobia","Life","Playlist","USRC11301169","6jHvX8ZnHKC1PnrPMJ0Emt"
"Little Talks","Of Monsters and Men","My Head Is An Animal","Life","Playlist","USUM71119106","2ihCaVdNZmnHZWt0fvAM7B"
"Midnight City","M83","Hurry Up, We're Dreaming","Life","Playlist","GB55H1100002","1eyzqe2QqGZUmfcPZtrIyt"
"Kids","MGMT","Oracular Spectacular","Life","Playlist","USSM10702135","1jJci4qxiYcOHhQR247rEU"
"Greek Tragedy","The Wombats","Glitterbug (Deluxe Edition)","Life","Playlist","GBAHT1400467","28C4nmrd7BTu0XbOmaTHZr"
"Chocolate","The 1975","The 1975 (Deluxe Version)","Life","Playlist","GBK3W1000164","56igJevSZKAKqzW4PTQXJb"
"Them Thing Deh","iNi Kamoze","Ini Kamoze","Life","Playlist","FR5U10600674","49qrdarAl0dkZb7R1lbDTd"
"Margaret (feat. Bleachers)","Lana Del Rey","Did you know that there's a tunnel under Ocean Blvd","Life","Playlist","GBUM72206760","1o82DwNisONAd2mu1RcGE6"
"Red Swan","Yoshiki","Red Swan","Life","Playlist","JPPC01801674","0zvN9oq95bIEQjvfcdeZlX"
"MegaMan","Lil Wayne","Tha Carter IV (Complete Edition)","Life","Playlist","USCM51100305","66TxPMqbyDLJOusYH4o93n"
"Zombie","Johnnie Guilbert","Zombie","Life","Playlist","QZTBF2341308","1InJ6FZ3WJcl3qFz4sugZH"
"She's My Collar (feat. Kali Uchis)","Gorillaz","Humanz (Deluxe)","Life","Playlist","GBAYE1700176","3lIxtCaROdRDuTnNBDm3n2"
"Million Dollar Man","Lana Del Rey","Born To Die – Paradise Edition (Special Version)","Life","Playlist","GBUM71111558","4fdalZcclcvcx5N1lytlNL"
"Only If","Steve Lacy","Apollo XXI","Life","Playlist","GBWWP1904862","7wNAM0qzErN5Dr9uV6B3fW"
"I'll Be Missing You (feat. Faith Evans, 112)","Diddy","Bad Boy's 10th Anniversary- The Hits","Life","Playlist","USBB40581044","3QHONiXGMGU3z68mQInncF"
"All Time Low","Jon Bellion","The Human Condition","Life","Playlist","USUM71603666","0SuLAslEMFZAXf0SwY7syi"
"Murdaside - ScouseMix","Mazza_l20","Murdaside (ScouseMix)","Life","Playlist","USZXT2352735","0OKtAo6trg6vC16j60HjRa"
"Bucket Of Chicken - Remastered","Sunny Day Real Estate","LP2 (2009 Edition)","Life","Playlist","USSUB0985211","797y6TUW2iroqNechj0IPe"
"Never Lose Me","Flo Milli","Never Lose Me","Life","Playlist","USRC12303379","6uTPdRrEDeH8Fyg5L5qmeU"
"In The Party","Flo Milli","Ho, why is you here ?","Life","Playlist","USRC11902060","52BJrldggFQyTiW8XrILhO"
"Conceited","Flo Milli","You Still Here, Ho ?","Life","Playlist","USRC12201167","3qKunud9sySc8qvQ3i84og"
"Half On a Sack","Three 6 Mafia","Most Known Unknown","Life","Playlist","USSM10504869","4jA9iztK8seGSGo05lJ0Cu"
"Poppin' My Collar (feat. Project Pat)","Three 6 Mafia","Most Known Unknown","Life","Playlist","USSM10600037","5zd9TgduWbfFXwgnm3K3Rz"
