Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Join Us for a Bite","JT Music","All Five Nights","Life","Playlist","QZAPG1865496","7CTWqCb7LpbwCYawPGg9MZ"
"Hard Times","Paramore","After Laughter","Life","Playlist","USAT21700948","0w5Bdu51Ka25Pf3hojsKHh"
"Why Not Me","Forrest.","Warm","Life","Playlist","QZDA51860479","1gewwJHPkvysxLEGgOKQuB"
"beamer boy","Lil Peep","beamer boy","Life","Playlist","UKELY1700032","7hf89cT5FEmLV5E9fjrjG7"
"Crazy Girls","TOOPOOR","Crazy Girls","Life","Playlist","UKELY1800162","7LA7ku2quKzvscCSR5wra1"
"Queen of Disaster","LO LA","Queen of Disaster","Life","Playlist","QZFZ52035575","5y9uESGX3Q9VOLWJ4fFbcd"
"Using You","LO LA","Using You","Life","Playlist","QZFZ61917757","0qfM8BXXNi6qZZ75ggZzA0"
"i met sarah in the bathroom","awfultune","i met sarah in the bathroom","Life","Playlist","SE6HN1926755","0mr8FAnN9X70p5KRUwMIJx"
"Sunkissed","khai dreams","Now and Then","Life","Playlist","QZFZ21993822","1tD8J13a74q8fBqXwAP50j"
"Faucet Failure","Ski Mask The Slump God","STOKELEY","Life","Playlist","USUM71820924","1ThmUihH9dF8EV08ku5AXN"
"Foot Fungus","Ski Mask The Slump God","STOKELEY","Life","Playlist","USUM71820928","3EikYy40GMSp8l5mDV6IQo"
"A Pearl","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815004","3udrjWCXCBotzU2uQ05Zmx"
"Always Forever","Cults","Static","Life","Playlist","USSM11303912","2enPRFda84VE2wtI8c86Uf"
"Carbonated Water","Ski Mask The Slump God","Carbonated Water","Life","Playlist","USUM71921962","4HPTladgOGcGzleMR3I0FK"
"BabyWipe","Ski Mask The Slump God","You Will Regret (Reloaded)","Life","Playlist","USUM71704444","6eKWSrZfzd25TYYxkscWgg"
"3005","Childish Gambino","Because the Internet","Life","Playlist","USYAH1300213","2ZltjIqztEpZtafc8w0I9t"
"Feel Good Inc.","Gorillaz","Demon Days","Life","Playlist","GBAYE0500172","0d28khcov6AiegSCpG5TuT"
"Scotty Doesn't Know","Lustra","Left for Dead","Life","Playlist","uscgj0612390","1LkoYGxmYpO6QSEvY5C0Zl"
"Feel So Close - Radio Edit","Calvin Harris","Feel So Close","Life","Playlist","GBARL1100748","718c1RAetOYLPnTq4KIZgT"
"C'mon - Single Version","Panic! At The Disco","C'mon","Life","Playlist","USAT21100921","53c9tTEHXWL5GkYNalbXZ3"
"Wonderwall","Oasis","(What's The Story) Morning Glory?","Life","Playlist","GBAAW9500189","1qPbGZqppFwLwcBC1JQ6Vr"
"Man Down","Rihanna","Loud","Life","Playlist","USUM71026642","454h9zAIuTe1eJyw9iTnj4"
"Just Can’t Get Enough","Black Eyed Peas","The Beginning","Life","Playlist","USUM71026671","3JA9Jsuxr4xgHXEawAdCp4"
"Black Barbies","Nicki Minaj","Black Barbies","Life","Playlist","USUM71615747","3y9cCbnBn0zjkJa2YkOj70"
"Starships","Nicki Minaj","Pink Friday ... Roman Reloaded (Deluxe)","Life","Playlist","USCM51200060","59RSrxkSKSixEWBAIvE5Wa"
"Monster","Kanye West","My Beautiful Dark Twisted Fantasy","Life","Playlist","USUM71026158","1ZHYJ2Wwgxes4m8Ba88PeK"
"Pound The Alarm","Nicki Minaj","Pink Friday ... Roman Reloaded (Deluxe)","Life","Playlist","USCM51200111","0jaFadjn9PwHr8ZcqhZmAH"
"Bottoms Up (feat. Nicki Minaj)","Trey Songz","Passion, Pain & Pleasure (Deluxe Version)","Life","Playlist","USAT21001515","4AYX69oFP3UOS1CFmV9UfO"
"Airplane Mode","Limbo","Holo","Life","Playlist","QMPKX1755492","7c0ss9FGSyXGNczL4gV75a"
"Bitch","Allie X","Collxtion I","Life","Playlist","CA8OU1500007","1CVQ8euBNROz7KDPeNqwWE"
"All I Wanted","Paramore","Brand New Eyes","Life","Playlist","USAT20902328","1Bv3h7Vc4AaYA2BcSM3rVd"
"Icarus","Fana Hues","Icarus","Life","Playlist","USN2F2000035","58UVZ68VQiQ4EHeIIcX0gb"
"Your Best American Girl","Mitski","Puberty 2","Life","Playlist","USJ5G1612305","172rW45GEnGoJUuWfm1drt"
"S.L.U.T.","ppcocaine","S.L.U.T.","Life","Playlist","USSM12006905","0ZPHjCzuYKHHkH2UomcRfq"
"PJ","ppcocaine","PJ","Life","Playlist","USSM12005113","1qxnmVbl8To9W9BcbTS8yC"
"DDLG","ppcocaine","DDLG","Life","Playlist","CA5KR2060477","42dtq3bqOCzD0L2kITk4Dp"
"Paparazzi","Kim Dracula","Paparazzi","Life","Playlist","QZNWY2036332","3rchFjeKZ0bJxO7EEdM3S5"
"Streets","Doja Cat","Hot Pink","Life","Playlist","USRC11903460","60ynsPSSKe6O3sfwRnIBRf"
"Like A Star","Corinne Bailey Rae","Corinne Bailey Rae","Life","Playlist","GBAYE0501496","5Anh8jULgeUgciLHCR25Mk"
"Put Your Records On","Corinne Bailey Rae","Corinne Bailey Rae","Life","Playlist","GBAYE0501671","2nGFzvICaeEWjIrBrL2RAx"
"Marlboro Nights","Lonely God","Marlboro Nights","Life","Playlist","GBSMU5360586","3jj0kpwNbVZfsg6wWbMmyg"
"Don't Know Why","Norah Jones","Come Away With Me","Life","Playlist","USBN20100529","6ybViy2qrO9sIi41EgRJgx"
"Come Away With Me","Norah Jones","Come Away With Me (Deluxe Edition)","Life","Playlist","USBN20100889","52FKX00U3PnzrBQmbMTB8b"
"Love Is A Losing Game","Amy Winehouse","Back To Black","Life","Playlist","GBUM70603489","570ZDO2Lmh6NQChOU5xPUL"
"Knee Socks","Arctic Monkeys","AM","Life","Playlist","GBCEL1300372","2LGdO5MtFdyphi2EihANZG"
"Arabella","Arctic Monkeys","AM","Life","Playlist","GBCEL1300365","7nzsY8vlnKdvGOEE0rjAXZ"
"Rhinestone Eyes","Gorillaz","Plastic Beach","Life","Playlist","GBAYE1000017","1foMv2HQwfQ2vntFf9HFeG"
"Cigarette Daydreams","Cage The Elephant","Melophobia","Life","Playlist","USRC11301169","2tznHmp70DxMyr2XhWLOW0"
"Nobody","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815009","6bTn1ovliI0OkjUNkiMBJq"
"First Love / Late Spring","Mitski","Bury Me At Makeout Creek","Life","Playlist","USA2B1511604","1Ac5BDsGUMQ3tsW2vnc52x"
"I Want You","Mitski","Retired from Sad, New Career in Business","Life","Playlist","ushm81309666","4Phnrzy56Yt0VNooKCwr3p"
"DARE","Gorillaz","Demon Days","Life","Playlist","GBAYE0500178","4Hff1IjRbLGeLgFgxvHflk"
"Oblivion","Grimes","Visions","Life","Playlist","CA21O1200003","3LGsgpx4TfxhXbr07OFKqs"
"Geyser","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815001","6lMMiFxOnNZBEJFc4UQPwS"
"Washing Machine Heart","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815012","4Ys8jQvZOISzmp34BsImRf"
"Mrs Magic","Strawberry Guy","Mrs Magic","Life","Playlist","GBJGV1900102","45BBlVHECwB0uNt7BsJ97r"
"Good Old-Fashioned Lover Boy - Remastered 2011","Queen","A Day At The Races (Deluxe Remastered Version)","Life","Playlist","GBUM71029614","1mnQiO568zXIrUncttTZGp"
"SugarCrash!","ElyOtto","SugarCrash!","Life","Playlist","TCAFB2092742","3FxPbp05KjMBa4HbhAJTH0"
"Dancing in My Room","347aidan","Dancing in My Room","Life","Playlist","USQX92004785","6Pgmqg15yVexuOgtzuxwoX"
"National Anthem","Lana Del Rey","Born To Die - The Paradise Edition","Life","Playlist","GBUM71111567","1M0g1beKC4H9gbrOiSayHW"
"Not Allowed","TV Girl","Who Really Cares","Life","Playlist","uscgh1682131","0jA4h2SD50Oak4C3Vn905a"
"Good Days","SZA","Good Days","Life","Playlist","USRC12004189","3YJJjQPAbDT7mGpX3WtQ9A"
"I Bet on Losing Dogs","Mitski","Puberty 2","Life","Playlist","USJ5G1612306","3uS7pHvPRtJlyukzNZGpcO"
"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke","Shoot For The Stars Aim For The Moon (Deluxe)","Life","Playlist","USUM72014370","2r6OAV3WsYtXuXjvJ1lIDi"
"Victorious","Panic! At The Disco","Death of a Bachelor","Life","Playlist","USAT21503385","6od5hFv9IT5JHc7NEF9HRv"
"Don't Threaten Me with a Good Time","Panic! At The Disco","Death of a Bachelor","Life","Playlist","USAT21503695","2fh3bZ8jZhMxOcfESE9nQY"
"Emperor's New Clothes","Panic! At The Disco","Death of a Bachelor","Life","Playlist","USAT21503476","3px2rAPu74ltbkf9eZsZ8h"
"Crazy = Genius","Panic! At The Disco","Death of a Bachelor","Life","Playlist","USAT21503697","6V68ItawQkQlZhYIf1S86C"
"LA Devotee","Panic! At The Disco","Death of a Bachelor","Life","Playlist","USAT21503698","2fmCA13dwQQOGBIbIOWRiJ"
"Golden Days","Panic! At The Disco","Death of a Bachelor","Life","Playlist","USAT21503699","3fwKVZ73y7UUGMyR6rVCRa"
"The Good, the Bad and the Dirty","Panic! At The Disco","Death of a Bachelor","Life","Playlist","USAT21503700","5eoZTdiq4C4aoEfUwAN0ha"
"Impossible Year","Panic! At The Disco","Death of a Bachelor","Life","Playlist","USAT21503702","5j9yOfRB2s6OMS1YwwYiMw"
"Cooler Than Me","Ethan Fields","Cooler Than Me","Life","Playlist","QZK6M2043675","26CCPKPZQGVYSXLJVDgCEo"
"Why'd You Only Call Me When You're High?","Arctic Monkeys","AM","Life","Playlist","GBCEL1300370","086myS9r57YsLbJpU0TgK9"
"Come a Little Closer","Cage The Elephant","Melophobia","Life","Playlist","USRC11301144","4sebUbjqbcgDSwG6PbSGI0"
"Dark Red","Steve Lacy","Steve Lacy's Demo","Life","Playlist","GBKPL1778015","3cJjqvXbFwiWgnuWgoyhPM"
"Slow Down","Chase Atlantic","Paradise EP","Life","Playlist","AUBEC1933728","5lT5IZWW3JQErXELJpQgJ9"
"Softcore","The Neighbourhood","Hard To Imagine The Neighbourhood Ever Changing","Life","Playlist","USSM11800523","2K7xn816oNHJZ0aVqdQsha"
"Swim","Chase Atlantic","Chase Atlantic","Life","Playlist","USWB11701711","3M0lSi5WW79CXQamgSBIjx"
"Cupid's Chokehold / Breakfast in America","Gym Class Heroes","The Papercut Chronicles","Life","Playlist","US56V0407211","2Lhdl74nwwVGOE2Gv35QuK"
"Cloud 9","Beach Bunny","Honeymoon","Life","Playlist","USQE91600054","6vFsBXYczYsP0H3lgunZOm"
"Into It","Chase Atlantic","Chase Atlantic","Life","Playlist","USWB11602565","4HwDCXsMBC7SUdp2WT4MZP"
"Devil's Advocate","The Neighbourhood","Chip Chrome & The Mono-Tones","Life","Playlist","USSM12003781","4XfI7M5gLwEY84gYiH4RDD"
"Remember When","Wallows","Nothing Happens","Life","Playlist","USAT21812263","5naar7XewEOAjOywIp6Jjq"
"Gimme! Gimme! Gimme! (A Man After Midnight)","ABBA","Voulez-Vous","Life","Playlist","SEAYD7901120","3vkQ5DAB1qQMYO4Mr9zJN6"
"Lay All Your Love On Me","ABBA","Super Trouper","Life","Playlist","SEAYD8001090","4euAGZTszWPrriggYK0HG9"
"Dancing Queen","ABBA","Arrival","Life","Playlist","SEAYD7601020","0GjEhVFGZW8afUYGChu3Rr"
"Material Girl","Madonna","Celebration (double disc version)","Life","Playlist","USWB10903617","22sLuJYcvZOSoLLRYev1s5"
"I Will Survive - Extended Version","Gloria Gaynor","Love Tracks (Deluxe Edition)","Life","Playlist","USPR37807188","5f22DmcDGpsaG5RbUzVRow"
"Mary","Alex G","Trick","Life","Playlist","GBJET1400056","5T0Ib1Hjhsua7qbGTczU7j"
"16 Mirrors","Alex G","Trick","Life","Playlist","GBJET1400061","5reWDqtIJUihfccbvQZx6C"
"Advice","Alex G","Trick","Life","Playlist","GBJET1400050","2XwcKJW9Q0gaDIZzg0dKQt"
"You Broke My Heart","Current Joys","Wild Heart","Life","Playlist","TCACS1661721","3xfWt6RJrSA6HvwS3SRgXh"
"She Likes Another Boy","Oscar Lang","She Likes Another Boy + Talk 2 U","Life","Playlist","GBK3W1900989","5W6BA8Wa8JZGKdliH2gkwO"
"Juliet","Cavetown","Animal Kingdom","Life","Playlist","USHM91882113","45ROR8UMn60YEVQnDy0uVF"
"Tired","beabadoobee","Patched Up","Life","Playlist","GBK3W1800910","6F5mZpEEjhsAW8UEqbIpz1"
"My Kind of Woman - Instrumental","Mac DeMarco","2 Demos","Life","Playlist","QMMZN1300320","3RA0LaRQuDwVvDNpDtEc9b"
"Kiss Me Like It's the First Time","Eyedress","Let's Skip to the Wedding","Life","Playlist","GBMYF2000021","2n87qFKfPcqRPNfNH4TiAM"
"Watching Him Fade Away","Mac DeMarco","This Old Dog","Life","Playlist","QMMZN1701310","2QzKAF0y1BQhxwg8N05Uog"
"Can I See You Tonight?","Eyedress","Let's Skip to the Wedding","Life","Playlist","GBMYF2000010","1cpmW4m6NVcAI33ZDEGwjZ"
"Anything for You","Eyedress","Let's Skip to the Wedding","Life","Playlist","GBMYF2000022","1wVQepS7qZQ0P6kEzbWwAm"
"Sunsetz","Cigarettes After Sex","Cigarettes After Sex","Life","Playlist","USBQU1700033","69UqtTHfUKAJweQwEStRzC"
"Treehouse","Alex G","Treehouse","Life","Playlist","TCAFZ2296401","7fyG2MquxykO3Ufiku1Dj2"
"Drift Away Omnichord","Trillian","Drift Away Omnichord","Life","Playlist","QZK6G2181784","7ouhxQWHDAu325U6pEhT1f"
"Be Nice To Me","The Front Bottoms","Rose","Life","Playlist","US37V1422705","7FtWXX2sRIGx95t3cPyHw8"
"Fool","Frankie Cosmos","Next Thing","Life","Playlist","QM6YT1601003","5Yx9t9RgATAtYoHN8gbRM0"
"Motion Sickness","Phoebe Bridgers","Stranger in the Alps","Life","Playlist","USJ5G1714202","5xo8RrjJ9CVNrtRg2S3B1R"
"I Know The End","Phoebe Bridgers","Punisher","Life","Playlist","USJ5G2020011","0pJW1Xw3aY4Eh6k5iuBkfI"
"Home","Cavetown","Home","Life","Playlist","USWB11900788","3XRALl9CNCnjjbCZid2L9w"
"Boys Will Be Bugs","Cavetown","Animal Kingdom","Life","Playlist","USL4Q1849675","6suYoN4gFkanqOBn5yRnJC"
"fall in love with a girl (feat. Beabadoobee)","Cavetown","worm food","Life","Playlist","USWB12200067","1oPd8gfPWu6zeKQX9flbpk"
"Fool","Cavetown","Lemon Boy","Life","Playlist","USCGH1805103","7asyVbwQE7IbA3x2be7bdI"
"Talk to Me","Cavetown","Dear.","Life","Playlist","USHM21846071","3znD2JTezT8ZLkp2pmft2l"
"Blondie","Current Joys","Wild Heart","Life","Playlist","TCACS1661024","7sIx70dGj3VBiHWr0KZXfD"
"дети немой страны","конец солнечных дней","осень","Life","Playlist","QZMHP2025678","1xwDjxLlGNxXiHYqltJvpH"
"Hermit the Frog","MARINA","The Family Jewels","Life","Playlist","GBFFS0900117","4Zcz6saEkOII3PlXd9gN3o"
"Are You Satisfied?","MARINA","The Family Jewels","Life","Playlist","GBFFS0900114","6lKRMylSZMtA7EqPl0pcdI"
"Seventeen","MARINA","The Family Jewels","Life","Playlist","GBFFS0900016","5UmLoBLWWRnqGhPfVWRgGd"
"Bang Bang Bang Bang - Remastered 2021","Sohodolls","Bang Bang Bang Bang 2021","Life","Playlist","GBHGV2100022","4Dku5HwdwweHyc9LrOL4AB"
"Teen Idle","MARINA","Electra Heart (Deluxe)","Life","Playlist","GBFFS1200016","5B8N5rPOmTVVGpuBMK2Vby"
"Buy the Stars","MARINA","Electra Heart (Deluxe)","Life","Playlist","GBFFS1200022","5Pn9UbjXaQ4iATwvn9wopq"
"Consume (feat. Goon Des Garcons)","Chase Atlantic","Chase Atlantic","Life","Playlist","USWB11701710","0X2bh8NVQ8svDQIn2AdCbW"
"Meddle About","Chase Atlantic","Meddle About","Life","Playlist","GBMA21404437","4je4pwE1rqrgJTfcDOPNaR"
"Church","Chase Atlantic","Part One","Life","Playlist","USWB11602566","7bbYT48HWWIbL3YKmtMNzn"
"The Walls","Chase Atlantic","Chase Atlantic","Life","Playlist","USWB11701708","5pXui9rkf5W90DgZobuDiK"
"Falling","Chase Atlantic","Paradise EP","Life","Playlist","AUBEC1933732","1Ey7PyLGNxvJNvzrxPMLMV"
"Moonlight","Chase Atlantic","Paradise EP","Life","Playlist","AUBEC1933729","1rWzYSHyZ5BiI4DnDRCwy7"
"Memories","Conan Gray","Superache","Life","Playlist","USUM72204111","5UXJzLFdBn6u9FJTCnoHrH"
"Yours","Conan Gray","Superache","Life","Playlist","USUM72204106","3rPVtXLBfJz59U1LgrGHhb"
"Fourth of July","Sufjan Stevens","Carrie & Lowell","Life","Playlist","US64G1509906","5Qnrgqy1pAm9GyNQOgyVFz"
"The Other Woman","Lana Del Rey","Ultraviolence (Deluxe)","Life","Playlist","GBUM71402106","1KuVEZR4xuQVNr1KkanAV4"
"Mary On A Cross","Ghost","[MESSAGE FROM THE CLERGY]","Life","Playlist","USC4R1902750","7wdwIaXUuzlu1grzWMFRJm"
"Put Me In A Movie","Luc1pud","Put Me In A Movie","Life","Playlist","QZLBC2300903","1S7R9JoJ5UUykTRgXI6GfM"
"Wish You Were Sober","Conan Gray","Kid Krow","Life","Playlist","USUM71924258","0kn2gu8Pd03DiYHzRvX2Xk"
"Maniac","Conan Gray","Kid Krow","Life","Playlist","USUM71920712","6KfoDhO4XUWSbnyKjNp9c4"
"Are You Bored Yet? (feat. Clairo)","Wallows","Nothing Happens","Life","Playlist","USAT21812258","57RA3JGafJm5zRtKJiKPIm"
"Electric Love","BØRNS","Dopamine","Life","Playlist","USUM71416307","2GiJYvgVaD2HtM8GqD9EgQ"
"Ferrari","The Neighbourhood","Wiped Out!","Life","Playlist","USSM11506750","7xrwGUa11hnnxXWeTIzcHf"
"Wiped Out!","The Neighbourhood","Wiped Out!","Life","Playlist","USSM11506745","4Tp4gRuDo1sIMP6gH9LwuH"
"Greetings from Califournia","The Neighbourhood","Wiped Out!","Life","Playlist","USSM11506749","6PS9AdyOKTPwlDPfLzJ7Ow"
"Female Robbery","The Neighbourhood","I Love You.","Life","Playlist","USSM11300081","4BDnfINTlfJPmLp1UV6CXt"
"W.D.Y.W.F.M?","The Neighbourhood","I Love You.","Life","Playlist","USSM11300894","3vooOYHU0Fi3ViCG7Ozh0Y"
"Afraid","The Neighbourhood","I Love You.","Life","Playlist","USSM11300889","7brQHA2CgQpcMBiOlfiXYb"
"Let It Go","The Neighbourhood","I Love You.","Life","Playlist","USSM11206333","6cWpj6c5pNZYEk5KYjNBji"
"Alleyways","The Neighbourhood","I Love You.","Life","Playlist","USSM11300893","4V37tyDu9CtqYshvrgLke4"
"Heaven","The Neighbourhood","Hard To Imagine The Neighbourhood Ever Changing","Life","Playlist","USSM11709909","3dMPLD8cuzTtFLv8E7homA"
"Reflections","The Neighbourhood","Hard To Imagine The Neighbourhood Ever Changing","Life","Playlist","USSM11800527","2xql0pid3EUwW38AsywxhV"
"Cherry Flavoured","The Neighbourhood","Chip Chrome & The Mono-Tones","Life","Playlist","USSM12003783","40iocOzytrqaRn5RbGPDNp"
"Lost in Translation","The Neighbourhood","Chip Chrome & The Mono-Tones","Life","Playlist","USSM12003768","5TUZhrb8UaaA76NhzZax2Z"
"Silver Lining","The Neighbourhood","Chip Chrome & The Mono-Tones","Life","Playlist","USSM12003786","1iJsVkrrId99kTJSZBrwHJ"
"Tobacco Sunburst","The Neighbourhood","Chip Chrome & The Mono-Tones","Life","Playlist","USSM12004228","4pJEkzhZY84h8kmPkUhfwC"
"Dust","The Neighbourhood","Hard To Imagine The Neighbourhood Ever Changing","Life","Playlist","USSM11709907","7inCfDM4S3xsVzgOUqSJOH"
"Float","The Neighbourhood","I Love You.","Life","Playlist","USSM11300898","4MUvaBckjtNGlxX1IuHDPW"
"First Love/Late Spring","Mitski","Bury Me At Makeout Creek","Life","Playlist","USA2B1511604","3sslYZcFKtUvIEWN9lADgr"
"Francis Forever","Mitski","Bury Me At Makeout Creek","Life","Playlist","USA2B1511605","5411TEB6tlzvuF5A4oyldr"
"A Burning Hill","Mitski","Puberty 2","Life","Playlist","USJ5G1612311","6gz3orrUlKresI8GShSkdq"
"Heat Lightning","Mitski","Laurel Hell","Life","Playlist","USJ5G2125005","01vuMD0IeeHeQTSUk0f7iK"
"Drunk Walk Home","Mitski","Bury Me At Makeout Creek","Life","Playlist","USA2B1511608","093N3AMhUnOeE4wgNRsBOO"
"Townie","Mitski","Bury Me At Makeout Creek","Life","Playlist","USA2B1511603","6TN7D8b2r2hWAFrk5D9oxX"
"Goodbye, My Danish Sweetheart","Mitski","Retired from Sad, New Career in Business","Life","Playlist","USHM81309661","5aBGhgBAQui7ESYNH0zFJB"
"Texas Reznikoff","Mitski","Bury Me At Makeout Creek","Life","Playlist","USA2B1511602","171WZ8005jWCCvrefjPNxM"
"Remember My Name","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815006","6QqUgSjdtWhqsEdz72XhCD"
"Why Didn't You Stop Me?","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815002","2nifujUVU1XyhTSHI2kQ8g"
"Pink in the Night","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815010","51vArgRF64yIWk3JIcRITo"
"Two Slow Dancers","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815014","0pM91oR6zMZcepPBklxO8Q"
"Liquid Smooth (Audiotree Live Version)","Mitski","Mitski on Audiotree Live","Life","Playlist","QM99V1508004","2EgdWYxpXQZD2XGI7XE3CL"
"Twilight","bôa","Twilight","Life","Playlist","USCGJ0659338","6d67Xv8ms2noA8wWFLiPDN"
"Pearl Diver (Audiotree Live Version)","Mitski","Mitski on Audiotree Live","Life","Playlist","QM99V1508005","7s2pdoHrXXpB1UhCHcYgU1"
"Fool","bôa","Twilight","Life","Playlist","USCGJ0659339","5PQwmOZwMhhV8q8QMpCRAZ"
"Come into the Water","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815008","6DkFiavp15l8YTHQXuFuEZ"
"Happy","Mitski","Puberty 2","Life","Playlist","USJ5G1612301","7dgnKNBJzEMezR4wzhPAbQ"
"Dan the Dancer","Mitski","Puberty 2","Life","Playlist","USJ5G1612302","11UOOhOsF9Ki1nvEC3PZ37"
"A Loving Feeling","Mitski","Puberty 2","Life","Playlist","USJ5G1612309","5usQET86kxSpLdk7iCP1pw"
"Should've Been Me","Mitski","Laurel Hell","Life","Playlist","USJ5G2125009","5FQ9NDyx3KZXhovWWq4Gxo"
"Stay Soft","Mitski","Laurel Hell","Life","Playlist","USJ5G2125003","07zVQBJfbOuaAhpT3stRFL"
"My Body's Made of Crushed Little Stars","Mitski","Puberty 2","Life","Playlist","USJ5G1612307","00ZprREYIexO3pgJlPgPau"
"Eric","Mitski","Lush","Life","Playlist","USCGH1222957","6xsoxv6FtJSjAOBVwuZSGf"
"The Only Heartbreaker","Mitski","Laurel Hell","Life","Playlist","USJ5G2125006","4VYNZbmI3ixv9mlTTd9NKc"
"Thursday Girl","Mitski","Puberty 2","Life","Playlist","USJ5G1612308","1YNjTgShk6yakFD4SSVAkl"
"Moon Song","Phoebe Bridgers","Punisher","Life","Playlist","USJ5G2020007","46RNrAkGsqWTDrv2ZPOAbx"
"Liquid Smooth","Mitski","Lush","Life","Playlist","USCGH1222956","3XCveEutwTaDiekRkkfdp9"
"Dealer","Lana Del Rey","Blue Banisters","Life","Playlist","GBUM72104279","7iqQz931tn59mK6IZ3knRx"
"Carry Me Out","Mitski","Bury Me At Makeout Creek","Life","Playlist","USA2B1511610","4CwGmNXIrcp04sjG3pajXY"
"Savior Complex","Phoebe Bridgers","Punisher","Life","Playlist","USJ5G2020008","5BN59BDczcpxstFKILIH0q"
"Duvet","bôa","Twilight","Life","Playlist","USCGJ0659337","42qNWdLKCI41S4uzfamhFM"
"Real Men","Mitski","Lush","Life","Playlist","USCGH1222959","1BkQ2tVHP4VATMyuu7KU8Z"
"Pearl Diver","Mitski","Lush","Life","Playlist","USCGH1222964","6jaD8oGpAkZRvJaZ76amtb"
"Pretty When You Cry","Lana Del Rey","Ultraviolence (Deluxe)","Life","Playlist","GBUM71402191","6PnluwP0fjGnpIBsqTdUTq"
"Lovers Rock","TV Girl","French Exit","Life","Playlist","USHM21438143","6dBUzqjtbnIa1TwYbyw5CM"
"The Blackest Day","Lana Del Rey","Honeymoon","Life","Playlist","GBUM71503928","45pI8224KKX9Gx5fiyvEAh"
"Back to the Old House - 2011 Remaster","The Smiths","Louder Than Bombs","Life","Playlist","GBCRL1100089","6LUGvXEAK8WxIBYK43uoTb"
"Heaven Knows I'm Miserable Now - 2011 Remaster","The Smiths","Hatful of Hollow","Life","Playlist","GBCRL1100070","1xaTREM89RbIxkcjlpf4Uw"
"Because Dreaming Costs Money, My Dear","Mitski","Retired from Sad, New Career in Business","Life","Playlist","USHM81309663","4Ghr5ZxYQ9ti06fRTltVop"
"There Is a Light That Never Goes Out - 2011 Remaster","The Smiths","The Queen Is Dead","Life","Playlist","GBCRL1100054","0WQiDwKJclirSYG9v5tayI"
"Pretty Girls Make Graves - 2011 Remaster","The Smiths","The Smiths","Life","Playlist","GBCRL1100030","3wUMcPzXcmaeW8QxTdyXQO"
"Abbey","Mitski","Lush","Life","Playlist","USCGH1222961","1hJXpII24ReABFg8Ig6k7w"
"rises the moon","Liana Flores","recently","Life","Playlist","QZDA61986777","51Grh1RyUDcMBbpuyUIUHI"
"I Want the One I Can't Have - 2011 Remaster","The Smiths","Meat Is Murder","Life","Playlist","GBCRL1100039","4Bs7pbzxezGyNQO6DjqmC8"
"Girl Afraid - 2011 Remaster","The Smiths","Hatful of Hollow","Life","Playlist","GBCRL1100071","3UPpzmVM8UHimVKfpAg4xP"
"Cigarettes out the Window","TV Girl","Who Really Cares","Life","Playlist","USCGH1682129","6QeYSvYqYUsfBzsApbjDHO"
"Safeword","TV Girl","Who Really Cares","Life","Playlist","USCGH1682133","2c4Est3dxGfn834VReid5d"
"It Almost Worked","TV Girl","The Night in Question: French Exit Outtakes","Life","Playlist","USDY42073308","4NUhcsz9E1LrBe8nXLZqzp"
"Song About Me","TV Girl","Who Really Cares","Life","Playlist","USCGH1682128","5ExWCOYjZbMEZCIdlfH2dO"
"The Blonde","TV Girl","French Exit","Life","Playlist","USHM21438141","72cGBEqu7RitIOoACXYjfR"
"Geyser","Mitski","Be the Cowboy","Life","Playlist","USJ5G1815001","2fCdOF4nBAeQaXW84WjoiU"
